[00:00:00,000-00:00:01,800] 🎼你的名字是姜老刀，
[00:15:20,220-00:15:21,420] 巴拉。
[00:15:21,420-00:15:25,020] 然后我们就在台上巴拉巴拉演下面的人急切的
[00:15:25,020-00:15:27,180] 想要等乐队结束以后抽奖，
[00:15:27,180-00:15:28,380] 抽那个奖。
[00:15:28,380-00:15:29,580] 哎，
[00:15:29,580-00:15:30,780] 对，
[00:15:30,780-00:15:33,480] 因为我们乐队很多都是小朋友嘛，
[00:15:33,480-00:15:37,080] 我是年纪最大的那个小朋友当第一天拿到20
[00:15:37,080-00:15:39,420] 00块人民币的报酬的时候，
[00:15:39,420-00:15:40,620] 我靠，
[00:15:40,620-00:15:41,820] 激动的哭了，
[00:15:41,820-00:15:43,080] 就跟着大哥真。
[00:15:43,080-00:15:44,280] 好啊，
[00:15:44,280-00:15:45,540] 这这有乐队玩，
[00:15:45,540-00:15:46,740] 还有钱呢。
[00:15:46,740-00:15:47,940] 😊🎼嗯，
[00:15:47,940-00:15:50,640] 这可能是我做公司的一个起点吧，
[00:15:50,640-00:15:54,240] 算是嗯我突然觉得带一群人做一些喜欢的事情
[00:15:54,240-00:15:55,440] ，
[00:15:55,440-00:15:58,500] 同时能赚到钱这件事情还蛮有成就感。
[00:15:58,500-00:15:59,760] 20多年过去，
[00:15:59,760-00:16:02,640] 老道依旧带着一群人在做喜欢的事，
[00:16:02,640-00:16:06,240] 只是这一群人从当年的乐队变成了今天的日食
[00:16:06,240-00:16:07,440] 记。
[00:16:07,440-00:16:09,600] 在这个什么都讲快的时代，
[00:16:09,600-00:16:11,760] 他们选了一条慢慢走的路。
[00:16:11,760-00:16:15,360] 那慢下来的人才有可能把一件事做出别人做不
[00:16:15,360-00:16:16,560] 到的厚度。
[00:16:16,560-00:16:19,260] 所以这就是本期节目的全部内容。
[00:16:19,260-00:16:21,240] 如果喜欢这个节目的话，
[00:16:21,240-00:16:24,300] 也不忘了给我们点赞、投币三连转发，
[00:16:24,300-00:16:25,920] 这我们很大的帮助。
[00:16:25,920-00:16:27,540] 那么我们下次再见。
[00:16:27,540-00:16:28,740] 😊嗯。
[00:16:28,740-00:16:29,940] 快乐。
[00:16:29,940-00:16:31,140] 😊你啥。
[00:16:31,140-00:16:32,340] う.
[00:16:32,340-00:16:33,780] 🎼这么大的蛋糕。
[00:16:33,780-00:16:34,980] 😊你们边。
[00:16:34,980-00:16:36,180] 🎼好，
[00:16:36,180-00:16:37,380] 大黑口。
[00:16:37,380-00:16:38,580] く。
[00:16:38,580-00:16:42,180] 🎼还有还有我们身上还有一件全新的2拌2.
[00:16:42,180-00:16:43,380] 0，
[00:16:43,380-00:16:45,000] 真的好吃真的好吃。
[00:16:45,000-00:16:46,200] 哎来这个。
[00:16:46,200-00:16:47,640] 😊想赶上衣跑满。
[00:16:47,640-00:16:51,240] 🎼好下个节目一节毛回节回节目一件只要79
[00:16:51,240-00:16:52,440] 哦。
[00:16:52,440-00:16:53,640] 😊
