[00:00:00,000-00:00:01,800] 🎼你的名字是姜老刀，
[00:15:20,520-00:15:21,720] 巴拉。
[00:15:21,720-00:15:25,320] 然后我们就在台上巴拉巴拉演下面的人急切的
[00:15:25,320-00:15:27,480] 想要等乐队结束以后抽奖，
[00:15:27,480-00:15:28,680] 抽那个奖。
[00:15:28,680-00:15:29,880] 哎，
[00:15:29,880-00:15:31,080] 对，
[00:15:31,080-00:15:33,780] 因为我们乐队很多都是小朋友嘛，
[00:15:33,780-00:15:37,380] 我是年纪最大的那个小朋友当第一天拿到20
[00:15:37,380-00:15:39,720] 00块人民币的报酬的时候，
[00:15:39,720-00:15:40,920] 我靠，
[00:15:40,920-00:15:42,120] 激动的哭了，
[00:15:42,120-00:15:43,380] 就跟着大哥真。
[00:15:43,380-00:15:44,580] 好啊，
[00:15:44,580-00:15:45,840] 这这有乐队玩，
[00:15:45,840-00:15:47,040] 还有钱呢。
[00:15:47,040-00:15:48,240] 😊🎼嗯，
[00:15:48,240-00:15:50,940] 这可能是我做公司的一个起点吧，
[00:15:50,940-00:15:54,540] 算是嗯我突然觉得带一群人做一些喜欢的事情
[00:15:54,540-00:15:55,740] ，
[00:15:55,740-00:15:58,800] 同时能赚到钱这件事情还蛮有成就感。
[00:15:58,800-00:16:00,060] 20多年过去，
[00:16:00,060-00:16:02,940] 老道依旧带着一群人在做喜欢的事，
[00:16:02,940-00:16:06,540] 只是这一群人从当年的乐队变成了今天的日食
[00:16:06,540-00:16:07,740] 记。
[00:16:07,740-00:16:09,900] 在这个什么都讲快的时代，
[00:16:09,900-00:16:12,060] 他们选了一条慢慢走的路。
[00:16:12,060-00:16:15,660] 那慢下来的人才有可能把一件事做出别人做不
[00:16:15,660-00:16:16,860] 到的厚度。
[00:16:16,860-00:16:19,560] 所以这就是本期节目的全部内容。
[00:16:19,560-00:16:21,540] 如果喜欢这个节目的话，
[00:16:21,540-00:16:24,600] 也不忘了给我们点赞、投币三连转发，
[00:16:24,600-00:16:26,220] 这我们很大的帮助。
[00:16:26,220-00:16:27,840] 那么我们下次再见。
[00:16:27,840-00:16:29,040] 😊嗯。
[00:16:29,040-00:16:30,240] 快乐。
[00:16:30,240-00:16:31,440] 😊你啥。
[00:16:31,440-00:16:32,640] う.
[00:16:32,640-00:16:34,080] 🎼这么大的蛋糕。
[00:16:34,080-00:16:35,280] 😊你们边。
[00:16:35,280-00:16:36,480] 🎼好，
[00:16:36,480-00:16:37,680] 大黑口。
[00:16:37,680-00:16:38,880] く。
[00:16:38,880-00:16:42,480] 🎼还有还有我们身上还有一件全新的2拌2.
[00:16:42,480-00:16:43,680] 0，
[00:16:43,680-00:16:45,300] 真的好吃真的好吃。
[00:16:45,300-00:16:46,500] 哎来这个。
[00:16:46,500-00:16:47,940] 😊想赶上衣跑满。
[00:16:47,940-00:16:51,540] 🎼好下个节目一节毛回节回节目一件只要79
[00:16:51,540-00:16:52,740] 哦。
[00:16:52,740-00:16:53,940] 😊
