[00:00:00,000-00:00:01,800] 🎼你的名字是姜老刀，
[00:15:20,400-00:15:21,600] 巴拉。
[00:15:21,600-00:15:25,200] 然后我们就在台上巴拉巴拉演下面的人急切的
[00:15:25,200-00:15:27,360] 想要等乐队结束以后抽奖，
[00:15:27,360-00:15:28,560] 抽那个奖。
[00:15:28,560-00:15:29,760] 哎，
[00:15:29,760-00:15:30,960] 对，
[00:15:30,960-00:15:33,660] 因为我们乐队很多都是小朋友嘛，
[00:15:33,660-00:15:37,260] 我是年纪最大的那个小朋友当第一天拿到20
[00:15:37,260-00:15:39,600] 00块人民币的报酬的时候，
[00:15:39,600-00:15:40,800] 我靠，
[00:15:40,800-00:15:42,000] 激动的哭了，
[00:15:42,000-00:15:43,260] 就跟着大哥真。
[00:15:43,260-00:15:44,460] 好啊，
[00:15:44,460-00:15:45,720] 这这有乐队玩，
[00:15:45,720-00:15:46,920] 还有钱呢。
[00:15:46,920-00:15:48,120] 😊🎼嗯，
[00:15:48,120-00:15:50,820] 这可能是我做公司的一个起点吧，
[00:15:50,820-00:15:54,420] 算是嗯我突然觉得带一群人做一些喜欢的事情
[00:15:54,420-00:15:55,620] ，
[00:15:55,620-00:15:58,680] 同时能赚到钱这件事情还蛮有成就感。
[00:15:58,680-00:15:59,940] 20多年过去，
[00:15:59,940-00:16:02,820] 老道依旧带着一群人在做喜欢的事，
[00:16:02,820-00:16:06,420] 只是这一群人从当年的乐队变成了今天的日食
[00:16:06,420-00:16:07,620] 记。
[00:16:07,620-00:16:09,780] 在这个什么都讲快的时代，
[00:16:09,780-00:16:11,940] 他们选了一条慢慢走的路。
[00:16:11,940-00:16:15,540] 那慢下来的人才有可能把一件事做出别人做不
[00:16:15,540-00:16:16,740] 到的厚度。
[00:16:16,740-00:16:19,440] 所以这就是本期节目的全部内容。
[00:16:19,440-00:16:21,420] 如果喜欢这个节目的话，
[00:16:21,420-00:16:24,480] 也不忘了给我们点赞、投币三连转发，
[00:16:24,480-00:16:26,100] 这我们很大的帮助。
[00:16:26,100-00:16:27,720] 那么我们下次再见。
[00:16:27,720-00:16:28,920] 😊嗯。
[00:16:28,920-00:16:30,120] 快乐。
[00:16:30,120-00:16:31,320] 😊你啥。
[00:16:31,320-00:16:32,520] う.
[00:16:32,520-00:16:33,960] 🎼这么大的蛋糕。
[00:16:33,960-00:16:35,160] 😊你们边。
[00:16:35,160-00:16:36,360] 🎼好，
[00:16:36,360-00:16:37,560] 大黑口。
[00:16:37,560-00:16:38,760] く。
[00:16:38,760-00:16:42,360] 🎼还有还有我们身上还有一件全新的2拌2.
[00:16:42,360-00:16:43,560] 0，
[00:16:43,560-00:16:45,180] 真的好吃真的好吃。
[00:16:45,180-00:16:46,380] 哎来这个。
[00:16:46,380-00:16:47,820] 😊想赶上衣跑满。
[00:16:47,820-00:16:51,420] 🎼好下个节目一节毛回节回节目一件只要79
[00:16:51,420-00:16:52,620] 哦。
[00:16:52,620-00:16:53,820] 😊
